id,year,question_number,topic,exam_code,question_url,solution_url,moed
e9fe181c-a963-4b1b-b372-20db05764c47,2025,4,geometry,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
7b0486e1-3f95-4ca5-a15f-b2a0e50cb0cc,2025,8,derivatives,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
01da4cb7-b490-4424-a165-a100ba3efdcb,2025,6,derivatives,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
8cd01d0a-68bc-43d8-b221-39c6e2043d08,2025,1,probability,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
c23b73a7-2bc4-452e-9010-8128686f36b9,2025,5,geometry,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
e5f5b4fe-8044-4d84-bc0a-72fa9f174db1,2025,2,probability,471,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-471.pdf,https://files.geva.co.il/geva_website/uploads/2025/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-%D7%9E%D7%9C%D7%90-471-%D7%A7%D7%99%D7%A5-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%91.pdf,קיץ ב
d2d72ce1-4aa4-45b5-a849-efb16f9d90ea,2025,7,derivatives,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
66fcf1c6-88e5-41dc-83df-2130f37959f0,2025,2,probability,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
27498a8a-f645-4acc-89f5-9c22741aabef,2025,3,probability,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
3aa58095-f840-427a-9210-75a16455fc72,2025,4,geometry,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
a220e8be-8c64-4304-b341-b7ef41fa603a,2025,1,probability,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
336916e4-a4f4-4853-8800-ba20b65a404a,2025,5,geometry,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
2a7b225a-2338-426e-81ed-07d21185b56f,2025,8,derivatives,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
f1db5b82-6267-484d-a5dd-831a7c7a0830,2025,6,derivatives,471,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-1.pdf,https://files.geva.co.il/geva_website/uploads/2025/01/%D7%A4%D7%94-471-001-%D7%99%D7%A0%D7%95%D7%90%D7%A8-25-%D7%9E%D7%95%D7%A2%D7%93-%D7%97%D7%95%D7%A8%D7%A3-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8-1.pdf,חורף
3119dd18-b8b4-4ba4-928f-084dedb1d92c,2024,7,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
abd4b31c-c0e6-419f-9ac6-abd54c1379ea,2024,8,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
1b61a545-137a-4418-a031-9f3f92a74807,2024,4,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
5ba4ccea-6fe5-4874-9914-a50b41522a52,2024,2,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
c0e3d104-253f-4e4c-b160-2666ac900c0d,2024,1,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
5bbd9fff-6c93-43da-8734-1d698ae09766,2024,5,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
a9eeb2db-59f4-44b9-8171-b9db13f4ce5e,2024,3,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
57199ee7-0209-4a48-a16c-9beda9aa59a9,2024,6,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%93-471-002-%D7%9E%D7%90%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%90.pdf,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471.pdf,קיץ א
a61e84d3-f87a-4c38-8394-0a79dd8146dc,2024,8,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
c231f942-16e6-4760-a7f2-d045a3a94478,2024,7,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
e42e7706-0587-4141-ba8b-d14e9cf659e9,2024,3,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
1f33ad63-263d-446c-b3da-a879b7ed6d08,2024,1,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
1462a90c-ba61-43c9-a8d7-854dc469d08d,2024,5,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
9da83f09-d3fb-4e01-b671-0d86db8962ed,2024,4,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
aefe3a6d-3248-48a1-a0b8-478c72894824,2024,6,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
fe11abd4-f2bb-4dc3-8f26-3e06caf29914,2024,2,probability,471,https://files.geva.co.il/geva_website/uploads/2024/05/%D7%A9%D7%90%D7%9C%D7%95%D7%9F471-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91.pdf,https://files.geva.co.il/geva_website/uploads/2024/12/%D7%A4%D7%93-471-003-%D7%99%D7%95%D7%9C%D7%99-24-%D7%9E%D7%95%D7%A2%D7%93-%D7%A7%D7%99%D7%A5-%D7%91-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A2%D7%A4%D7%A8.pdf,קיץ ב
7689fb4f-ac12-46f8-9280-2e698214518e,2024,4,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-35471-%D7%AA%D7%95%D7%9B%D7%A0%D7%99%D7%AA-%D7%97%D7%93%D7%A9%D7%94.pdf,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471-1.pdf,חורף
e055a8a9-3dd0-4be7-9c72-3459cd7207c4,2024,3,probability,471,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-35471-%D7%AA%D7%95%D7%9B%D7%A0%D7%99%D7%AA-%D7%97%D7%93%D7%A9%D7%94.pdf,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471-1.pdf,חורף
aae8b543-9877-403d-9a66-477c94fc3556,2024,6,derivatives,471,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-35471-%D7%AA%D7%95%D7%9B%D7%A0%D7%99%D7%AA-%D7%97%D7%93%D7%A9%D7%94.pdf,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471-1.pdf,חורף
5bfbba68-9fcb-49de-b354-56e7f479984f,2024,5,geometry,471,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A9%D7%90%D7%9C%D7%95%D7%9F-35471-%D7%AA%D7%95%D7%9B%D7%A0%D7%99%D7%AA-%D7%97%D7%93%D7%A9%D7%94.pdf,https://files.geva.co.il/geva_website/uploads/2024/03/%D7%A4%D7%AA%D7%A8%D7%95%D7%9F-471-1.pdf,חורף
